SUSE Linux Enterprise Server Standard,SLES_Standard_5plus_vCPU_VM,2.30769
SUSE Linux Enterprise Server for HPC Priority,SLES_HPC_Priority_1-2_vCPU_VM,1
SUSE Linux Enterprise Server for HPC Priority,SLES_HPC_Priority_3-4_vCPU_VM,2
SUSE Linux Enterprise Server for HPC Priority,SLES_HPC_Priority_5plus_vCPU_VM,2.6
SUSE Linux Enterprise Server for HPC Standard,SLES_HPC_Standard_1-2_vCPU_VM,1
SUSE Linux Enterprise Server for HPC Standard,SLES_HPC_Standard_3-4_vCPU_VM,1.92308
SUSE Linux Enterprise Server for HPC Standard,SLES_HPC_Standard_5plus_vCPU_VM,2.92308
SUSE Linux Enterprise Server for SAP Standard,SLES_SAP_Priority_1-2_vCPU_VM,1
SUSE Linux Enterprise Server for SAP Standard,SLES_SAP_Priority_3-4_vCPU_VM,2
SUSE Linux Enterprise Server for SAP Standard,SLES_SAP_Priority_5plus_vCPU_VM,2.41176
